ulasan,rating,sentimen
puas,4,positif
👍,5,positif
"Ini apknya gimana sih...gw disuruh daftar dulu,pas sudah ngedaftar nya ngulang terus...sumpah loading nya lama trus ngulang lagi...habisin kuota gw aja kalo kek gini nih apk....",1,negatif
Pencarianya kaga jelas anjir,1,negatif
Apk dajAlll goblok sia boyy,1,negatif
Buruk jadul repot,1,negatif
"Kok busuk ya pas di ganti ke hp lain..siang gak bs buka tapi, malam lancar sekali. Di hape lama bisa di buka kapan aja..di hp baru cuma bisa malam..tolong dong ini emang Sy kalong nonton harus malam..jangan busuk2 gini amat lah .",3,negatif
Sangat membantu,5,positif
Pay to win p2w,1,negatif
👎,1,negatif
Good,5,positif
Tops,5,positif
ngak bisa dibuka app nya,1,negatif
Sering eror,1,negatif
Mau nontn aja ribet bngt,1,negatif
Semoga gak mahal taun depan.😠,4,positif
Apk kg jls😏,1,negatif
"org indo jangan malu malu in dong era digital skrng payment netflix tuh udah gampang dari twitter aja banyak yg jual , kalo emg ngerasa mahal yauda lo nonton link bajakan aja sono",5,positif
Good,5,positif
Saya bisa nonton anime di sini,5,positif
Kenapa ngk bisa terus pas mau daftar pake debit,1,negatif
Please sediain untuk pembayaran lewat pullsa telkomsel dong:) udah dari lama mau daftar cuman g ada credit card:(,4,positif
Uh Kren,5,positif
tdk bisa masuk,1,negatif
"Ngak jelas, udah berhenti berlangganan tau2 kepotong saldo gue",1,negatif
Oke pisan,5,positif
Good,3,negatif
Dunia hiburan dalam genggaman tangan dimanapun berada,5,positif
Ribet amat,5,positif
Tingkatkan terus performanyaa ^^,5,positif
aplikasi ga guna,1,negatif
"Yang gak ada duit gak usah download, ini aplikasi kalo mau nonton harus bayar kocak Yang gratis nonton YouTube aja",5,positif
The best movie streaming ever. So many anime movie. I love it,5,positif
Apk bagus. Oh iya bagi yang susah masuk kalian harus bayar dulu dan baru bisa masuk tanpa gak ada pembayaran gak bisa masuk,5,positif
Markotop,5,positif
"di perbanyak lagi ya anime nya. aku suka sama netflix, sukses terus ya^^",5,positif
daftar aja susah anj,1,negatif
Good good bagus is real,5,positif
Bagus,5,positif
Op,5,positif
I like it,5,positif
War biasa(gitu aja),5,positif
Tak bisa dibuka 🤨🙁,2,negatif
Is real that kobayashi dragon will gone?,5,positif
"Best app ever , keep going netflix",5,positif
Update anime keduluan platform lain. Spoiler bertebaran dimana mana. Jangan salahin user kalo lari ke bajakan,1,negatif
bagus,5,positif
In world cup Portugal,5,positif
Masuknya aja ribet,1,negatif
the movie in netflix is GOOD,5,positif
Kok saya gak bisa-bisa lajut bayar nya Ni aplikasi gimana sih,1,negatif
Pie,5,positif
"belum apa2 dah ribet bayar, blm tentu juga sesuai keinginan... mending aplikasi sebelah.... ada yg free, klu ada yg cocok tinggal ambil yg premium",1,negatif
Sangat baik,5,positif
"Tolong metode pembayaran di tambah, sprt ovo dana dll biar mempermudah",2,negatif
Keren bisa nonton drama Korea di Netflix 👍😁👍 thanks NETFLIX,5,positif
tingkatkan,3,negatif
Per tanggal 11 maret kok tidak bisa berlangganan paket ponsel? Pembayaran via e-wallet..,1,negatif
Tolong banget netflix kenapa gamau dipake di device huawei lagi plis awalnya mau pas update jadi gabisa teruuuusssss gabisa jadi gak nonton netflix lagi kan tolong compatible buat device ditambahi,1,negatif
apk sampah,1,negatif
Aplikasi bikin pede banget dan bikin mengulang-ulang banget film-filmnya suka banget,5,positif
Terimakasih netflix ahirnya saya seorang tunanetra bisa menikmati film luar negeri dengan nyaman karena sub titel nya sudah suport sama screen leader talkback. Maju terus untuk netflix,5,positif
bagus,4,positif
Kenapa login nya di persulit dan terlalu ribet. . Auto unistal,1,negatif
Wonderfull.,5,positif
Netflix bagus tapi banyak fim seasonnya gak full jadi saya bosen soalnya flim kesukaan saya gak bisa tau tamatnya kek gimana jadi mohon seaonnya ditambahin,5,positif
Kasi 3bintang dulu y sya baru coba apk nya,3,negatif
"Aneh bgt komen org2 gamau bayar karena pke ATM dan bla bla bla, ya kalo mau nonton bayar bego!, Emg bkin film ga modal apa?, Klo emg blm ckup usia blm mampu ya mampuin diri lu dulu lah. Kaga usah nyalahin APKnya cuk, justru pake kartu begituan mencegah anak dibawah umur bsa akses sembarangan... Karena nonton film tu pake otak pake akal cok, ngotak ngapa ngotak",5,positif
ORANG BILANG TANAH KITA TANAH SURGA ...TONGKAT KAYU DAN BATU JADI TAWURANG,5,positif
Kurang bagus,1,negatif
mantul kali,5,positif
"Filmnya banyak dan seru2, masih menunggu stranger things 4 ehe",5,positif
aplikasi scam bayar mahal mahal film ngga lengkap udah gitu jadwal penayangan cuma janji Jani busuk buktinya squid game yang tertulis tayang hari Jum'at mana buktinya ini sudah hari Jum'at kalau semisal tayang hari Jum'at ya tayangkan dari jam 00:01 pas hari Jum'at kecewa sudah ambil yang mahal juga,1,negatif
👍👍👍👍👍👍👍👍,5,positif
"bagus, tp ga bisa daftar mks",4,positif
ok,5,positif
Ok,4,positif
"Padahal udah bayar tapi kenapa tidak bisa di tonton.Mana muncul ""terjadi masalah pemutaran video.5.7.1""itu sebenarnya kenapa?tolong bantu jawabb!!",1,negatif
Game burik wkwkwk,1,negatif
Muda2han tdk mngecewakan sperti komentar2 d atas....,1,negatif
Tolong boikot umbrella academy karna melecehkan Islam !,1,negatif
Top,5,positif
Ok,5,positif
Gw udah beli langganan tpi filem gk bisaa d buka.,1,negatif
Yoj,5,positif
Good,5,positif
Melecehkan agama gweh komyol,1,negatif
"Apk apaan ini gakjlas bgt, mau masuk ajah kok ribet, tolong dong di bnerin masa mau masukajah ribet ny minta ampun 😠",1,negatif
"Setiap mau di install di hp selalu berhenti di 79%,ini kenapa ya?",3,negatif
Hanya untuk kaum elit,1,negatif
Bagus,5,positif
👎👎👎👎👎👎👎👎👎,1,negatif
Tolol,1,negatif
Keren buanget,5,positif
"Aku nggak daftar masuk, gimana nih, eror kah.. tolonglah perbaiki aplikasi nya,aku nggak bisa daftar",1,negatif
makasih udah nemenin selama pandemi,5,positif
Keren,5,positif
ga bisa di buka🤦‍♀,1,negatif
"Sudah bagus cuma masih ada yg belum lengkap. Sokugeki no souma cuma ada season 3 nya doang yg lainnya gk ada. Trs donghua immortal king blm ada season 2 nya disini. Tolong dilengkapi, terima kasih.",5,positif
kacau,1,negatif
sudah berlangganan tapi malah tidak bisa dibuka,1,negatif
Mantapppp,5,positif
"tolong dong kualitas vidio jangan dibatas karna widevine, saya yg agak bermasalah di widevine nya dari L1 trus drop ke L3 merasa sayang banget langganan kalo tontonan nya burik, jadi mending di situs bajakan aja yg kualitas vidionya HD, plis kualitas vidio itu sangat penting bagi saya",2,negatif
jebo lu apk,1,negatif
Aku suka film banyak yg bagus😍😍,5,positif
ribet banget,1,negatif
Ga merakyat syuhhh,1,negatif
"Subtitle khusus anime jelek, gambar putih subtitle putih tanpa stroke, ya gak bisa kebaca lah...",2,negatif
Best lah,4,positif
Bagus sering nonton hantu,5,positif
Baik,5,positif
Kapan rilis boruto e 206,5,positif
"Netflix taiii,tiba""aja terhubung ke akun dana gw kesedot 250 tolong kebalikan uang saya",1,negatif
ga ada pilihan lain metode pembayarannya selain pake kartu kredit? cobalah dipermudah diberikan pilihan pilihan lain cara pembayarannya. gimana mau berlangganan kalo belum apa apa sudah dipersulit.,1,negatif
Gk bisa didownload jir ulang ulang trus,1,negatif
"Min knp ya aku udah change plane dari ponsel ke dasar, knp masii gabs nntn dg 3 akun? Katanya bisa ditablet, laptop, tv ini gabs",4,positif
Gudd,5,positif
Tolong dong Netflix disediakan film AFTER 2019 yg pertama dan yg soon akan tayang! Semoga diresponn😭🙏,4,positif
"Bru daftar udah lngsng prabayar.. Gmna sih? Liat ajah blom, ngambil untung bnyak ni apk... Aneh apk kek gini, mending gak usah bkin apk gini klo bru daftar ajah udah prabayar.. 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻",1,negatif
Aplikasi nya bagus banget di pake buat nonton,5,positif
belum juga nonton udh minta bayar,1,negatif
ok,5,positif
Sangat baik mudah di gunakan,5,positif
Asu,1,negatif
Developer kok netflix nya agak ngebug ya developer plisss di perbaikin lagi dong developer🙏🙏🙏🙏🙏,1,negatif
Gua kasih bintang 3 karna gk mau donlod. Cuman dengar kata kawan doang,3,negatif
Sangat merugikan,1,negatif
Bagus,5,positif
Lopyu,5,positif
Good,5,positif
Mantaaappp tayangan2nya,5,positif
Aplikasi movvie film terbaik,5,positif
Drama lu bagus bagus tp sayang ga gratis yaudah gw kasih bintang 1 aja,1,negatif
Pembayaran ribet,1,negatif
Mantap,5,positif
Film² yang bagus kebanyakan kaga ada,1,negatif
kenapa Emali nya susah😧 reting 1,1,negatif
Semoga netflix tetap jaya,5,positif
Kok gk bisa di buka sih,1,negatif
"Apknya lumayan bagus, seneng bnget bisa nonton di apk ini, lumayan bagus si dri apk lainnya,",5,positif
Ini kenapa setiap puter video langsung keluar terus yaa,1,negatif
"apk nya bagus kok, grafis dan gambar nya juga bagus, dan enggak pernah hilang tiba tiba gambar nya",5,positif
no coment,5,positif
Woww,5,positif
Cool,5,positif
No way..,3,negatif
oh,1,negatif
Bnyk iklan sumpah. Males bngt,1,negatif
Netflix n chill yang nemenin gabut apalagi hujan gini enaknya netflixin aja,5,positif
Repot harus daftar keanggotaan 👎👎👎👎👎👎,1,negatif
Gooooood,5,positif
GAK BISA LANJUT PEMBAYARAN TAGIHAN.,1,negatif
baguss,5,positif
Gk bida di buka error,1,negatif
Ga bisa di buka. Tolong segera di perbaiki agar semua bisa nonton. Kalau mau rantingnya bagus..,1,negatif
"Buat akun harus bayar dulu, emang pelit gak gratis",1,negatif
uninstalnya gimana njing 🙏🏿,5,positif
Target rating brp?,1,negatif
Apk ap ini sy daftar beberapa kali mlh suruh ngulang trs,1,negatif
keren,5,positif
Celek,1,negatif
Bagus,5,positif
Biasana ga bayar skrg kok bayar ya?,1,negatif
Manyooos,5,positif
Gak bisa di buka nyesel instal saya,1,negatif
Good,5,positif
Kurang ajar ngehina agama islam,1,negatif
SANGAT MENGHIBUR,5,positif
Bagus banget apk nya,2,negatif
Hapus2 buang2 waktu,1,negatif
Mantap,5,positif
Pendaftaran ribet bangs**,1,negatif
"i can't sign up, why?",4,positif
"Aplikasi nya aku kasih rating 1,karna mau masuk/login ke aplikasinya susah banget (Harus ini itu ini itulah). Aplikasi ini sgt tidak bagus menurutku masih bagusan aplikasi vidio👍",1,negatif
Prabayar co,1,negatif
Ok,5,positif
Mantap,5,positif
Makin lam makin lemot muter2 terus,2,negatif
film dan kualitas suara semuanya baguss,5,positif
So.bad...baru download...g bisa dibuka...,1,negatif
Ok,5,positif
Mantaps,5,positif
"1 star, for netflix game",1,negatif
Belum pasti hehehehe,1,negatif
"Thx Netflix susah sekali mau masuk. Not interrested, not recomended.",1,negatif
Mantap,5,positif
"seru bgt bisa nonton squid game, cok",5,positif
ini kena Netflix saya ngga bisa di pake saya udah bayar kemarin tanggal 12 loh uang segitu ya ngga murah buat kita yang kaum mendang mending,1,negatif
Ok,4,positif
Apa iya mendaftarnya harus pake kartu kredit? saya cuma punya kartu debit dan itu tidak ada kode cvv nya. Tolong dipermudah dlm proses pendaftarannya,1,negatif
Selamat,5,positif
Kok ga bs di-uninstal ya?,1,negatif
Good,5,positif
The best Netflix,5,positif
Bagus bnget si ini recommended bngt 😗,5,positif
Oxe,5,positif
Aplikasi anjg nggak bisa di daftar,1,negatif
Uninstall aja aplikasinya,1,negatif
Bagus,5,positif
Application is very good but can reduce the cost of langanan in the application,5,positif
Ok,5,positif
mantaf,5,positif
PAy to win,1,negatif
Terbaik,5,positif
Sangat tontonan yg sangat bagus.. Seru,5,positif
Ok,5,positif
Sdh di download masuk akun tetap ga bisa dibuka. Jgn2 aplikasi abal2.,1,negatif
Susah untuk masuk. Padahal email sudah benar,1,negatif
"Niat Hati ingin coba daftar Netflix untuk hiburan di perantauan jauh dari Bioskop, Jujur saja sebenernya cukup interest di awal2 nya karena ada teman yang pakai dan berlangganan netflix, tetapi begitu DAFTAR DAN MENCOBA BERLANGGANANA SAJA SUDAH SUSAH DAN TIDAK BISA2, dan begitu Lihat komen2 terutama di tahun 2022 kebanyakan hal yang buruk, maka saya Urungkan Niat untuk pakai netflix dan saya uninstal aplikasinya. 🙏",1,negatif
Udh 2X download tetap nggk bisa daftar,2,negatif
Baik dan berpendidikan,5,positif
Dah la ribet,1,negatif
Screen limit Mulu padahal cuma pake sama temen gk sekampung,1,negatif
keren banget film nya,5,positif
Mantap gan ane juga mau,5,positif
Film ngerusak citra agama #boikotumbrellaacademy,1,negatif
saya sudah download tapi kenapa ga bisa buka heheheh 😅 gimana cara nya supaya bisa ya?,3,negatif
B aja,2,negatif
naha nge donlod loding anjing,1,negatif
Ok,5,positif
Keren,5,positif
Ok,5,positif
Apli kasi ini jelek !!!!!!!!!!!!!!!!!!!!!!!!!!!!?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!!!!!!!¡!!!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;;!!!!!!!! Tapi boong apli kasi ini bai ko,5,positif
Bagus,5,positif
aplikasi rusak,1,negatif
Netflix why you put allah symbol in the ground !!!,1,negatif
"Pdahal sudah langganan netflix tp sering gagal masuk,,,apikasi sial",1,negatif
Masak bayar paok kali,1,negatif
Mantap,5,positif
Apa sii g jelas masa g bisa daftar ga bisa dibuka gajelas banget aplikasi nya,1,negatif
Pembayaran itu otomatis kan? Kenapa punyaku macet ya...pdhl saldo dana ku masih ada...kenapa ga bisa melakukan pembayaran?,5,positif
Coba dulu hmm,5,positif
"Log in nya susah, bikin orang emosi. Saya tidak suka sama sekali",1,negatif
Percuma download tapi gk bisa dibuka,1,negatif
Film liar kok tidak bisa di Bukak,5,positif
Ngga bisa kebuka aplikasinya,1,negatif
Nyoba,4,positif
Bagus,3,negatif
Bagus,5,positif
"Udh download tapi gak bisa log in mending gg usah download ,,!!!",1,negatif
Coba lagi nanti (-14) trs,1,negatif
Ok,5,positif
Netflix bagus,5,positif
Mantap,5,positif
😁😁,5,positif
Boikot film umbrella karena telah melecehkan allah!,1,negatif
Very Good 👍🏻👍🏻🙏🏻🙏🏻,5,positif
Aplikasi bagus,5,positif
"Saya baru perpanjang Netflix seminggu lalu yang paket ponsel dan tablet . Tapi hari ini saya mw nonton buka Netflix ada tulisan maaf kami tidak dapat menjangkau Netflix (1033) ,,mohon bantuannya.... Trimakasih",5,positif
Ngk bisa dibukaaa,1,negatif
Hiburan yg sangat menghibur dan berkualitas,5,positif
It's really hard to register the application,1,negatif
"Saya sudah puas tapi terkadang ada bug di resolusi saat pemutaran film yang dimana gambar nya malah beralih ke 480P, padahal saya berlangganan yang 720P jadi saya harus refresh terlebih dahulu agar resolusi gambar kembali ke 720P tolong Bug ini diperbaiki secepatnya berlaku juga untuk TV dll.",5,positif
Game ini sangat baik karena kita bisa menikmati film perang di sini. Mamaku pasti bangga. Netflix GG sekali....,5,positif
Ribet,1,negatif
Love this,5,positif
Good,5,positif
Bagus,4,positif
Kenapa ada lafadz Allah SWT ditulis di lantai di film umbrella 3,1,negatif
"Customer service atas nama dyon songong asli, gapunya attitude yg baik. Tolonglah orang spt itu diajarkan tata krama dlm pelayanan publik",1,negatif
"Subtitle nya warna putih shadow subtitle juga putih jadi gak kelihatan ketika video di kondisi terang, harusnya shadow subtitle warna hitam seperti pada umumnya.",2,negatif
Kereeeennn ... Jd gk bosen slama bulan puasa ...krn ada netflix bisa ntn sepuas nya 😁,5,positif
Sering kali mendapati rate umur yg slh,1,negatif
Sangat menghibur,5,positif
jelek,1,negatif
"Bayar mahal2 malah banyak bener ketentuan, yg harus pake vpn lah buat pelanggan indonesia, harusnya lebih meservice pelanggan bukan memberatkan pelanggan, lama2 klo kaya' begini kostumer lari karena mulai banyak aplikasi yg menawarkan jasa yang sama tp service lebih nyaman",1,negatif
Sering sekali error,2,negatif
Burik banget karena gw sandi dah bener malah disalahin pekok netflix,1,negatif
ok,5,positif
apl bodok,1,negatif
Woii Hapus aja Ini Aplikasi . Baru daftar premium belum satu jam udah ngelag. Tapi kucing,1,negatif
Oke,5,positif
Nyesel download aplikasi ini ternyata gak gratis pas dibuka harus bayar klo mau nonton padahal saya udah beli paket 1gb buat Netflix eh pas download aplikasi ini ternyata disuruh bayar baru bisa nonton,1,negatif
Mau sign in tapi tak bisa karena mau kirim the email ku tak ada,1,negatif
"apk ny sering error, ga bngt",1,negatif
keren.,5,positif
Knp selalu gk bisa di buka!!??😭😭😭 kesel,1,negatif
"bilang ny geratiisss 30 hari ,,tp ttp disuruh bayar ... payaahhh aplikasi pembohong .....👎👎👎👎👎👎",1,negatif
Apk taii hina agama,1,negatif
Cool,5,positif
untuk masuk saja susah..GK seperti dulu,1,negatif
Ga jelas,1,negatif
apk haram,1,negatif
Kenapa ya pas saya mau buka aplikasi netflix karena abis baru download lama banget buka nya? Kayak mana ini min kok lama banget buka aplikasinya? Tolong perbaiki dong!!!,1,negatif
susah login,3,negatif
Good,5,positif
"Woiii netflix tolong dong akun saya di batalkan , , sebab saya jarang nonton film nya krn sibuk kerja, , ,",1,negatif
Bagus apknya....woi demon slayer:mugen train sama heaven feels 3 kapan rilis di netflix???,5,positif
tidak bagus,2,negatif
Bagus banget,5,positif
Good,5,positif
ppppp bang Netflix adain yang setahun dong jangan yang sebulan doang,4,positif
Ok,5,positif
tidak bisa di donwloand,1,negatif
Buruk,1,negatif
i need another season of anne with an e 😔,4,positif
saya kecewa karena ninjago master of spinjitsu tidak ada saya harap netflix dapat memunculkan master of spinjitsu saya sangat ingin melihat itu,2,negatif
Ok,5,positif
Filmnya kurang komplit,2,negatif
Dip,5,positif
Gak lengkap,3,negatif
Drever,5,positif
Nice,5,positif
"udah login ga bisa bisa, apk aneh jelek burik🤢🤢",1,negatif
game burik gaada pintu,1,negatif
Mending Disney+ Hotsar... sebelum berlangganan... Bisa Liat Judul Flm...,1,negatif
Apliaksi nie sangat bagus bisa lihat video,5,positif
Ini gimana ya cara daftarnya saya sudah daftar tapi kok gak bisa masuk cuma ada gambar hampir selesai tapi ttp aja gak bisa masuk padahal udah dari kemarin tolong di perbaiki🙏 Kenapa kalau mau masuk harus berbayar apa gak bisa ya kalo gak berbayar?,2,negatif
"belumm mulaii sii, tapii ngedowload Netflix cumaa buatt nonton squidgamee aaaaa tapii emangg di Netflix terthebesstt dehh soalnyaa semuaa adaaa",5,positif
"Bagi kalian yang ga bisa nahan emosi, Ga usah Download ini aplikasi 😤",1,negatif
Bagus,5,positif
Makasi,5,positif
"Kalo buat film yang bener dong ajg, masa lafas Allah SWT ada di lantai, ini penghinaan bagi umat muslim, pantes di report",1,negatif
Gede arta sanjaya,3,negatif
Tomlol,1,negatif
"aplikasi yang bagus,dan tampilan ui nya mudah di mengerti",5,positif
Good,5,positif
Selalu ada tulisan terjadi kesalahn perbaiki lagi dong,1,negatif
Oke,5,positif
Bagus,5,positif
nice,5,positif
Ok,5,positif
akun saya gabisa masuk sama sekali,1,negatif
Aplikasi Dajjal Boikot the Umbrella,1,negatif
Gw kecewa bngt sebagai umat muslim,1,negatif
Baguusss,5,positif
Aplikasi ini bagus tapi pas download gratis pas nonton bayar jadi tolong jangan bayar gua lagi hemat😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,5,positif
"Sinyal bangus, masih langganan, pas di buka selalu gagal",1,negatif
good,5,positif
Good,5,positif
Ini gimana sih daftarnya udah bolak balik ga bisa bisa susah banget coo,1,negatif
Maaf sya kasi bintang 3..saya kira ini aplikasi gk berbayar..ternyata harus bayar dlu baru bisa masuk aplikasinya.. Saya cari yg ada gratisnya..,3,negatif
Keluhan saya hanya pada film yang di tawarkan kurang banyak. Banyak film yang saya cari tidak ada di netflix,4,positif
Bagus si,5,positif
Lagi asyik nonton tiba² terputus 😭 udah langganan dan sinyal oke tapi kenapa Netflix makin buruk 😭,2,negatif
"Bioskop pindah ke rumah, cuma ada beberapa film tidak ada teks BHS indinesia",5,positif
"Baru donlod,masuk pke akun lama eh malah harus bayar",2,negatif
👍,5,positif
Di sarankan memakai vpn untuk pengguna tsel dan indi home,5,positif
Harus kali pakek pakek daftar ha ?? Harus kali pakek tatabengek ?????,1,negatif
Tidak lengkap,1,negatif
koo ga bisa maauk,2,negatif
Nice job non-binary cow,1,negatif
Keren,5,positif
"masa harus yg punya kartu kredit doang sih.udh bener²gamau nntn ilegal,eh malah Netflix nya harus make kartu kredit.pilih kasih bat",1,negatif
Flem nya bagus cuy,5,positif
ok,5,positif
"Km teman terbaikku km selalu ada ,love netflix 🤎🤎🤎🤎🤎🤎🖤🖤🖤❤️🧡🧡🧡💝💗💗💗💗💗💖♥️♥️🤍🤍🤍🤍💜💜💜💜💚💙💙💙💙💙💙💙💙💛💛💛💛💛💛💛💛💛",5,positif
Aplikasi apaan nih masuk aja gak bisa👎😠,1,negatif
Woi jgn hina islam jga lh anj bkin film jgn bawa bawa agama lh mikir dh gede otak kek bocil,1,negatif
Top habis,5,positif
3.bintang,3,negatif
"Masa harus bayar , pdhal dulu gak ada bayar",1,negatif
Bagus bgt,5,positif
Apk ini burik dan menghina agama,1,negatif
Mantap,4,positif
"Apk gk bisa dibuka,,,, kzellll",1,negatif
I like it 👍👍👍,5,positif
Di coba dulu,2,negatif
Terimakasih,5,positif
Mantab,5,positif
Oke,5,positif
Bagus,5,positif
Saya sudah bikin akun tapi tetap gak bisa,1,negatif
Sangat menarik bagus.,5,positif
kalo Nonton Serial Netflix suka lupa waktu hahaha,5,positif
"Bad in paymemt process. It should provide more alternatives payment process, for example using Telkomsel.",1,negatif
I like,5,positif
😠,1,negatif
Good,5,positif
Jangan downlod ya... Pasti nyesel,1,negatif
Sngt bagus,3,negatif
i love u,5,positif
Film nya keren-keren,5,positif
"mohon maaf sebelum nya ya. netflix saya kenapa setiap mau nonton menggunakan data seluler itu tidak bisa, sedangkan pakai wifi itu aman aman aja. sudah sebulan juga tapi masih belum ada perubahan dari netflix saya",1,negatif
Bagus sekali,5,positif
Best!,5,positif
"4 bintang dulu yah, aku baru download soalnya",4,positif
Why it can't opened??,2,negatif
Cara masuk ke Netflix nya ribet,1,negatif
Good Aplications,5,positif
"Aplikasi bagus ,kualitas film terbaik ,harga murah meriah update cepat",5,positif
Aplkasi ini sangat bagus,2,negatif
Payah,1,negatif
Ya reccomend,5,positif
Ok,5,positif
"Sebenernya bagus, tapi saya udah langganan lagi videonya ga bisa di puter 🥲",4,positif
Saya sudah daftar aplikasi netflix pake akun dana yg paket 120.000. Tp gak bisa dibuka padahal di dana udah kepotong 120rb. Udah konfirmasi pihak netflik dan dana tapi gak direspon😭😭😭😭,1,negatif
"Cara pembayaran jangan hanya lewat Kartu Kredit. Tidak semua orang punya kartu Kredit, Coba lebih mengerti orang lain dengan melakukan pembayaran Via Alfamart, Indomaret, Transfer ATM dan Lain Sebagainya.",1,negatif
kurang bagus,1,negatif
Ok,4,positif
Berharap ditambahkan lebih banyak judul anime 😆,5,positif
Sangat keren sekali sebelum tidur saya suka buka netfflik,5,positif
OK,5,positif
Boikot,1,negatif
"Bagus kok. Banyak film dan drama menarik. Saran : tambahkan lebih banyak lagi drama Asia, jaman dulu gapapa kok. Soalnya drama Korea jaman dulu ga akan termakan oleh jaman",5,positif
rating mu turun ya lix ??🥺🥺🥺,1,negatif
Ok mantaapppsss,5,positif
YasArudin.s.766,5,positif
"jangan downlod netflix dan jangan sambung kan bank digital anda ke neflix kalau tidak mau seperti saya, di hack nya uang saya di dana tanpa sepengetahuan saya, saya mengira netflix apk bagus dan terpercaya karna di plastore , nyatanya tidak yg di bayangkan",1,negatif
"Kenapa gak bisa dibuka, udah beberapa kali d download... Aplikasi nya rating nya lumayan.. ko malah gak berkualitas sih",1,negatif
"Dulu bagus banget ini aplikasi. Tp skarang dikit"" konfirmasi akunlah email lah. Dulu bisa di dua perangkat yaitu tv & hp. Skarang malah ga bisa cuma di hp aja",1,negatif
"Lihat di Film umbrella 3 Di scane nya ada Lafal Allah dan Agama lain Seharusnya ketika kau membuat film Berpikirlah, apakah kau tidak berpikir sebelum membuat film Umbrella 3? Apakah akal sehat mu sudah menjadi Akal binatang? Delete Umbrella 3 Or We will attack your site",1,negatif
Auto uninstal,1,negatif
Aplikasi payah tidak bisa bayar pake kartu debit!!,1,negatif
Aku download pas lagi di jepang terus buat log-in kenapa gak bisa ?,1,negatif
"Mohon ya netflix untuk tidak menggunakan pembayaran pada aplikasi ini karena saya juga ingin menggunakan aplikasi ini cuman karena bayar jadi saya gk jadi menggunakan aplikasi ini, ini saya kasi bintang lima karena sepupu saya mempunyai aplikasi ini, dan katanya bagus banget aplikasi ini cuman sayangnya aplikasi ini menggunakan pembayaran, sekian terima kasih",5,positif
Aplikasi penipu katanya gratis mlh bayar ??,1,negatif
film ny sllu keren,5,positif
😊,5,positif
sign up eror terus..,3,negatif
Mantap,5,positif
aplikasi p2win !!! apa apa harus bayar mata duitan dev,2,negatif
Gaa bisa masukk ke Netflix nya pdhal udhh benerr,1,negatif
Segala Film yang Anda Butuhkan Semua Ada Hanya di Netflix,5,positif
Cok i,1,negatif
Payah,1,negatif
Thx ya Netflix... Selalu perbaharui film2 terbarunya ya... Soalnya saya selalu nonton film dari aplikasi ini..👍👍,5,positif
Bagus unt habisin waktu,5,positif
Susah untuk daftarnya,4,positif
Hehe.,1,negatif
Ya begitulah,5,positif
bagusbat ♥️,5,positif
"Mohon maaf ini kenapa ya tidak bisa membatalkan berlanggana saya.. saya mau membatal kan nya tapi tidak bisa masuk, retry mulu...masuk ke akun privacy juga retry terus",2,negatif
"Mau daftar saja susah betul, terlalu ribet padahal tinggal bayar itu pun tidak dapat",1,negatif
Apk bgsd baru buka harus langganan,1,negatif
Keren,5,positif
Seperti umum nya so good for Netflix 💗,5,positif
wulasan,1,negatif
Baik,5,positif
Ok,5,positif
Mantap,5,positif
"daripada pake aplikasi beginian harus bayar biaya segitu belum biaya paket internetan, mending beli hp yg bisa dipake nonton tv... 😛😛😛😛😛",1,negatif
ngabisiin kuots buat ngedownload pas mau buka ga bs ... !!!!!! paraah,1,negatif
Love yourself,5,positif
aplikasi penyulit hiburan,1,negatif
Wooo,1,negatif
Nics,5,positif
Awal sangat bagus dan saya sangat senang berlangganan Netflix TPI setelah 2 Minggu jdi down ga bisa di buka Netflixnya.. mohon jangan buat kecewa pelanggan yg sdh hampir percaya dengan pelayanan Netflix dan mohon di responnya.,1,negatif
Kaga gratis kaga seru,1,negatif
😍,5,positif
👍👍,4,positif
Ribet,1,negatif
hyu. H .ু ৰু ৱৱু ^..চজচচয়ডজয়r♐♑🈁🈁🇻🇨🈁🈁🈁🈁🈁🈁☺🈁👥﻿💤💤💤💤💤 ☁☁☁💤☁ ☁☁💤☁☁ ☁💤☁☁☁ 💤💤💤💤💤 ☁ Sleepy ☁ L. ..স..,4,positif
Yaelah harus berlanganan dlu baru bisa masuk.skipp aja lah,1,negatif
